Ticker,Name,Year,Sector,Market Cap (B HKD),Revenue (B HKD),EPS (HKD),First_Close,Last_Close,Close_Difference,Dividends,Growth (%),ROA (%),PE_Ratio
1668.HK,CHINASOUTHCITY,2021,Real Estate,1.350144128,11.309304,0.2985,1.01348,0.69826,-0.3152199999999999,0.03,-28.14,3.58,2.3392294807370186
0196.HK,HONGHUA GROUP,2021,Energy,1.346909952,3.2302644000000003,-0.14894,0.25,0.275,0.025,0.0,10.0,-4.84,
2153.HK,TAT HONG EQUIP,2021,Industrials,1.341900544,0.8722549000000002,0.121,1.48072,1.11499,-0.3657300000000001,0.03,-22.67,17.5,9.214793388429753
0658.HK,C TRANSMISSION,2021,Industrials,1.340937728,22.2315786,0.8844000000000001,8.29,5.62,-2.669999999999999,0.0,-32.21,8.5,6.354590682948891
1593.HK,CHEN LIN EDU,2021,Consumer Defensive,1.340253056,,,2.41858,2.39,-0.0285799999999998,0.0223,-0.26,,
6058.HK,CISI FIN,2021,Financial Services,1.34,0.636370709,0.01,0.3,0.19,-0.1099999999999999,0.0,-36.67,1.7,19.0
6668.HK,E-STAR CM,2021,Real Estate,1.339166464,0.6294299,0.20328,3.05896,2.85964,-0.1993199999999997,0.06,-4.55,20.24,14.06749311294766
2251.HK,AIRDOC-B,2021,Healthcare,1.332775552,0.1266991,-1.936,68.0,38.8,-29.200000000000003,0.0,-42.94,-7.36,
1935.HK,JH EDUCATION,2021,Consumer Defensive,1.328688896,0.7530556000000002,0.22407,4.00328,2.78289,-1.22039,0.05,-29.24,17.1,12.419734904270987
9936.HK,XIMEI RESOURCES,2021,Basic Materials,1.3284,0.8400975000000002,0.374,2.19,4.74,2.5500000000000003,0.0,116.44,15.13,12.67379679144385
6117.HK,RIZHAO PORT JR,2021,Industrials,1.311400064,0.8342631000000001,0.11154,0.51002,0.48408,-0.02594,0.0,-5.09,14.93,4.33996772458311
2175.HK,CH GENERAL EDU,2021,Consumer Defensive,1.30928896,0.3181882,0.363,3.69,3.85,0.1600000000000001,0.0,4.34,9.83,10.606060606060607
1115.HK,TIBET WATER,2021,Consumer Defensive,1.308932352,0.5017408000000001,0.02057,0.64581,0.54942,-0.0963899999999999,0.0,-14.93,4.36,26.70977151191055
6998.HK,GENOR-B,2021,Healthcare,1.307542016,,-1.9250000000000005,19.3,7.31,-11.990000000000002,0.0,-62.12,-30.86,
0480.HK,HKR INT'L,2021,Real Estate,1.307063936,3.8095,0.597,3.05853,3.02294,-0.03559,0.08,1.45,4.96,5.06355108877722
2668.HK,PAK TAK INT'L,2021,Consumer Cyclical,1.30616,2.146021,-0.0015,0.19,0.213,0.0229999999999999,0.0,12.11,3.33,
0030.HK,YNBY INTL,2021,Financial Services,1.30558272,1.216714366,-0.0095,0.36,0.275,-0.0849999999999999,0.0,-23.61,-2.51,
2505.HK,EDA GROUP HLDGS,2021,Industrials,1.302214144,,0.0076164,,,,0.0,,0.63,
2137.HK,BRII-B,2021,Healthcare,1.301712128,,-10.428,22.95,33.05,10.099999999999998,0.0,44.01,-127.08,
2361.HK,SINOHEALTH HLDG,2021,Healthcare,1.300868096,0.3565826,0.23232,,,,0.0,,22.0,
2295.HK,MAXICITY,2021,Industrials,1.288,0.293907,0.0695,0.47453,1.2742,0.79967,0.0,168.52,19.84,18.333812949640286
1119.HK,IDREAMSKY,2021,Communication Services,1.283174144,2.9014007,-0.143,4.1,6.25,2.1500000000000004,0.0,52.44,3.1,
0838.HK,EVA HOLDINGS,2021,Industrials,1.280525568,5.108777,0.09,0.49993,1.5136,1.01367,0.012,205.16,7.35,16.817777777777778
0031.HK,CHINA AEROSPACE,2021,Technology,1.280283264,4.745367,0.1121,0.44486,0.48448,0.03962,0.02,13.4,4.78,4.321855486173059
1539.HK,UNITY GP HLDGS,2021,Industrials,1.274320768,0.053784,-0.2,0.135,0.7,0.565,0.0,418.52,-60.91,
3399.HK,YUEYUN TRANS,2021,Industrials,1.271758336,6.898250299435001,-0.308,1.56033,1.00907,-0.5512600000000001,0.0,-35.33,9.22,
6959.HK,CHANGJIU HLDGS,2021,Technology,1.2614784,0.5254667000000001,0.4556002,,,,0.0,,50.82,
1627.HK,ABLE ENG HLDGS,2021,Industrials,1.26,3.705241,0.0474,0.32561,0.29411,-0.0315,0.025,-2.0,5.65,6.204852320675106
7855.HK,TECHSTARACQ-Z,2021,Financial Services,1.251000064,,,,,,0.0,,,
1450.HK,BE FRIENDS HLDG,2021,Technology,1.24618496,0.22306680000000004,-0.06413,0.094,1.17,1.0759999999999998,0.0,1144.68,-12.52,
1730.HK,LHN,2021,Real Estate,1.241287168,0.120977,0.0694,0.94505,1.73701,0.79196,0.210535492,106.08,14.99,25.02896253602305
2327.HK,MEILLEUREHEALTH,2021,Industrials,1.239172352,0.253031,0.0142,0.43652,0.44111,0.0045899999999999,0.0,1.05,5.62,31.064084507042253
3377.HK,SINO-OCEAN GP,2021,Real Estate,1.223370496,70.6720652,0.3938,1.41693,1.78243,0.3654999999999999,0.145,36.03,4.78,4.526231589639411
0695.HK,DONGWU CEMENT,2021,Basic Materials,1.21992,0.589461,0.084,1.27447,4.15938,2.88491,0.0725,232.05,9.8,49.51642857142856
6820.HK,FRIENDTIMES,2021,Communication Services,1.218928,1.7777507000000001,0.143,1.59881,1.18734,-0.41147,0.12,-18.23,15.62,8.303076923076924
2100.HK,BAIOO,2021,Communication Services,1.218547328,0.9722988,0.01111,0.76693,0.5307,-0.23623,0.06,-22.98,4.57,47.76777677767776
9986.HK,DASHAN EDU,2021,Consumer Defensive,1.217548032,0.38816140000000005,-0.08041,1.05,0.47,-0.5800000000000001,0.0,-55.24,14.95,
1638.HK,KAISA GROUP,2021,Real Estate,1.213676288,39.0991524,-2.0878,3.43769,0.78,-2.65769,0.12,-73.82,-4.24,
0623.HK,SINOMEDIA,2021,Communication Services,1.213174912,1.3018203,0.088,0.70875,0.94375,0.235,0.09,45.86,4.35,10.724431818181818
0952.HK,QUAM PLUS FIN,2021,Financial Services,1.198446592,0.857822,-0.37,0.18108,0.17839,-0.0026899999999999,0.005,1.28,-30.56,
6922.HK,CRYOFOCUS-B,2021,Healthcare,1.195549952,0.024668600000000002,-0.4686561000000001,,,,0.0,,-57.76,
1091.HK,SOUTH MANGANESE,2021,Basic Materials,1.193103488,12.830762,0.1326,0.485,1.18,0.695,0.0,143.3,11.91,8.89894419306184
3718.HK,BJ ENT URBAN,2021,Industrials,1.191481088,4.001299861651487,0.1254297,1.84638,0.45728,-1.3891,0.0,-75.23,16.45,3.645707515843536
2550.HK,EASOU TECH,2021,Communication Services,1.190751872,0.4764188000000001,0.1671483,,,,0.0,,19.73,
9990.HK,ARCHOSAUR GAMES,2021,Communication Services,1.189298688,1.0129097,-0.418,21.13589,8.04,-13.09589,0.074,-61.61,-6.91,
2262.HK,SLD GROUP,2021,Industrials,1.187056,0.455035,0.0026,0.83047,0.75044,-0.08003,0.03,-6.02,7.67,288.63076923076926
2236.HK,WISON ENGRG,2021,Industrials,1.18139328,6.907503900000001,-0.02497,0.62,0.37,-0.25,0.0,-40.32,1.41,
6639.HK,ARRAIL GROUP,2021,Healthcare,1.181218432,1.6666397000000002,-1.1337194000000002,,,,0.0,,-14.08,
0025.HK,CHEVALIER INT'L,2021,Industrials,1.180970624,7.352855,2.12,7.56194,7.9512,0.3892600000000001,0.54,12.29,5.8,3.7505660377358487
9639.HK,WING LEE DEV,2021,Industrials,1.18,,,,,,0.0,,,
6622.HK,ZHAOKE OPHTH-B,2021,Healthcare,1.179660288,,-5.676000000000001,14.32,5.7,-8.620000000000001,0.0,-60.2,-88.75,
1168.HK,SINOLINK HOLD,2021,Real Estate,1.179190016,0.432226,0.0334,0.40222,0.246,-0.15622,0.0,-38.84,3.24,7.365269461077844
1820.HK,PM PACKAGING,2021,Consumer Cyclical,1.17847744,2.6404686,0.165,4.86169,5.79552,0.9338299999999996,0.24,24.14,11.87,35.12436363636363
0993.HK,XINKONG INT CAP,2021,Financial Services,1.167085056,-0.422979,-0.209,0.163,0.196,0.033,0.0,20.25,-10.9,
2216.HK,BRONCUS-B,2021,Healthcare,1.166698752,0.0849498,-6.162,15.0,8.9,-6.1,0.0,-40.67,-92.29,
3991.HK,CHANGHONG JH,2021,Technology,1.163720064,44.558173,0.1608,0.57234,0.52338,-0.04896,0.05,0.18,5.6,3.2548507462686564
2535.HK,WK GROUP,2021,Industrials,1.16,0.228776,0.008668,,,,0.0,,17.42,
0222.HK,MIN XIN HOLD,2021,Financial Services,1.158678656,0.204865,0.8303,3.31552,3.55026,0.2347400000000004,0.1,10.1,5.51,4.275876189329158
0163.HK,EMPEROR INT'L,2021,Real Estate,1.152910848,1.317082,-0.21,0.97603,0.87834,-0.0976899999999999,0.037,-6.22,-0.79,
2798.HK,PER ENERGY,2021,Basic Materials,1.152,1.6955389000000003,0.20746,8.82555,1.40063,-7.42492,0.0375,-83.7,18.81,6.751325556733828
3336.HK,JU TENG INTL,2021,Technology,1.150101632,11.282979,0.192,1.97699,1.16813,-0.8088600000000001,0.1,-35.86,7.74,6.084010416666666
1431.HK,YST DAIRY,2021,Consumer Defensive,1.139791488,1.9541918,0.03685,0.77,0.241,-0.529,0.0,-68.7,4.41,6.540027137042062
0720.HK,AUTO ITALIA,2021,Real Estate,1.139301248,0.024689,-0.0013,0.171,0.166,-0.005,0.0,-2.92,1.6,
1662.HK,YEE HOP HLDGS,2021,Industrials,1.124999936,0.863865,0.1,3.00936,1.10922,-1.90014,0.0,-63.14,14.18,11.0922
1786.HK,CRCCE,2021,Industrials,1.124711168,2.4045405769,0.033,0.67736,0.83993,0.16257,0.0,24.0,2.15,25.45242424242424
3838.HK,CHINA STARCH,2021,Consumer Defensive,1.12132416,12.803246500000002,0.06347,0.13341,0.19196,0.0585499999999999,0.009,50.63,18.13,3.0244209862927365
0521.HK,CWT INT'L,2021,Basic Materials,1.117199872,55.448828,0.0183,0.076,0.081,0.005,0.0,6.58,5.44,4.426229508196721
2613.HK,CONTIOCEAN,2021,Industrials,1.114,0.1545731,0.3507350000000001,,,,0.0,,5.63,
1026.HK,UNIVERSAL TECH,2021,Utilities,1.102600064,0.368501,-0.0071,0.26,0.2,-0.06,0.0,-23.08,3.0,
0418.HK,FOUNDER HOLD,2021,Technology,1.102288896,1.073838,0.036,0.38,0.86,0.48,0.0,126.32,4.23,23.88888888888889
6609.HK,HEARTCARE-B,2021,Healthcare,1.09769216,0.0990979,-6.402000000000001,129.0,104.5,-24.5,0.0,-18.99,-13.4,
0147.HK,IB SETTLEMENT,2021,Real Estate,1.097231488,0.085521,-0.0065,0.094,0.114,0.02,0.0,21.28,-3.77,
1813.HK,KWG GROUP,2021,Real Estate,1.0940416,26.229192000000005,0.8360000000000001,8.76165,5.1,-3.66165,1.09093,-29.34,2.25,6.100478468899521
3882.HK,SKYLIGHT HLDG,2021,Industrials,1.079191424,0.715093,-0.004,0.229,0.178,-0.051,0.0,-22.27,6.48,
0635.HK,PLAYMATES,2021,Consumer Cyclical,1.07623872,0.860763,-0.0236,0.72914,0.64791,-0.08123,0.045,-4.97,0.29,
3989.HK,CAPITAL ENV,2021,Industrials,1.072102528,5.935537300000001,0.03927,0.11204,0.18241,0.0703699999999999,0.0,62.81,8.01,4.645021645021645
1601.HK,ZGC TEC LEASING,2021,Financial Services,1.066664064,0.45154340000000004,0.165,0.84524,0.64581,-0.19943,0.0526,-17.37,20.46,3.9139999999999997
2425.HK,AUSTASIA GROUP,2021,Consumer Defensive,1.06470368,4.874969684310001,1.0408178,,,,0.0,,12.04,
0302.HK,CMGE,2021,Communication Services,1.063370496,4.352227,0.25135,2.82085,3.1,0.27915,0.0928,13.19,11.67,12.333399641933559
0978.HK,CHI MER LAND,2021,Real Estate,1.059536192,28.513557600000002,0.12573,0.89771,0.60912,-0.28859,0.07,-24.35,3.57,4.844667143879742
2500.HK,VENUS MEDTECH-B,2021,Healthcare,1.058426432,0.4574482000000001,-0.935,79.15,29.6,-49.55,0.0,-62.6,-6.98,
2559.HK,DIDA INC,2021,Industrials,1.055715456,0.8586413000000002,1.915639,,,,0.0,,165.18,
1702.HK,DONGGUANG CHEM,2021,Basic Materials,1.0556048,3.1690274000000005,0.4719,1.66087,2.19395,0.53308,0.05,35.11,33.75,4.6491841491841495
6661.HK,HUZHOU GAS,2021,Utilities,1.050058496,2.0446107,0.6584270000000001,,,,0.0,,16.4,
9908.HK,JIAXING GAS,2021,Utilities,1.046235968,2.1874083,0.8690000000000001,8.278,10.18136,1.9033599999999995,0.449174,28.42,12.02,11.716179516685845
1317.HK,MAPLELEAF EDU,2021,Consumer Defensive,1.0458144,1.0351165,-1.1579700000000002,2.06,0.54,-1.52,0.0,-73.79,-4.87,
2560.HK,CONCH MAT TECH,2021,Basic Materials,1.043809216,1.6912775000000002,0.2459347,,,,0.0,,11.95,
0554.HK,HANS GP HLDGS,2021,Energy,1.03770976,1.974767,-0.0041,0.42,0.52,0.1,0.0,23.81,5.38,
6877.HK,CLSA PREMIUM,2021,Financial Services,1.036977856,0.005442,-0.0278,0.206,0.114,-0.0919999999999999,0.0,-44.66,-11.21,
2176.HK,CCID CONSULTING,2021,Industrials,1.036,0.30998,0.06743,0.2138,0.22214,0.00834,0.018569,12.59,11.38,3.2943793563695682
1977.HK,ANALOGUE HLDGS,2021,Industrials,1.036,5.35072,0.22,0.92647,1.41442,0.48795,0.1102,64.56,10.13,6.429181818181818
2130.HK,CN LOGISTICS,2021,Industrials,1.021662592,2.673424,0.329,3.95573,9.54421,5.58848,0.24,147.34,20.68,29.009756838905773
0493.HK,GOME RETAIL,2021,Consumer Cyclical,1.020459008,51.13218440000001,-0.1958,0.96,0.66,-0.2999999999999999,0.0,-31.25,0.61,
6811.HK,TAI HING GROUP,2021,Consumer Cyclical,1.019989888,3.173027,0.0994,1.15022,1.10474,-0.0454799999999999,0.0892,3.8,28.28,11.114084507042254
0157.HK,NATURAL BEAUTY,2021,Consumer Defensive,1.001049984,0.48781,0.0176,0.64319,0.54676,-0.09643,0.003,-14.53,9.16,31.06590909090909
1127.HK,LION ROCK GROUP,2021,Industrials,0.998516224,1.737616,0.1789,0.5572,0.63422,0.0770199999999999,0.08,28.18,12.74,3.5451089994410285
0232.HK,CON AERO TECH,2021,Industrials,0.995460544,1.416409,-0.006,0.12821,0.10975,-0.0184599999999999,0.0,-14.4,3.69,
0374.HK,FOUR SEAS MER,2021,Consumer Defensive,0.988259968,4.579837,0.078,2.22528,2.62252,0.39724,0.095,22.12,8.97,33.62205128205129
0103.HK,SHOUGANG CENT,2021,Basic Materials,0.987025152,2.69481,0.0426,0.18403,0.29889,0.1148599999999999,0.015,70.56,5.61,7.016197183098591
0587.HK,CONCH ENVIRO,2021,Industrials,0.986455872,1.8679683,0.3484129,,,,0.0,,13.32,
0829.HK,SHENGUAN HLDGS,2021,Consumer Defensive,0.985296384,1.2849089,0.0418,0.24927,0.36152,0.11225,0.02,53.05,8.91,8.648803827751196
0018.HK,ORIENTAL E H,2021,Communication Services,0.9831472,0.699619,0.0881,0.32453,0.55117,0.22664,0.08,94.49,13.02,6.256186152099887
2136.HK,LIFESTYLE CHI,2021,Consumer Cyclical,0.981181568,1.4297096,0.1078,1.07,1.22,0.1499999999999999,0.0,14.02,5.41,11.31725417439703
1231.HK,NEWTON RES,2021,Basic Materials,0.976,2.2844094,-0.00312,0.69,0.8,0.1100000000000001,0.0,15.94,-1.36,
2317.HK,VEDAN INT'L,2021,Consumer Defensive,0.974553536,2.9824158,0.0561599999999999,0.60284,0.61378,0.0109399999999999,0.056856,11.25,8.62,10.929131054131075
2878.HK,SOLOMON SYSTECH,2021,Technology,0.974122496,1.311336,0.078,0.24298,0.75574,0.51276,0.008,214.32,19.07,9.688974358974358
0039.HK,CH BEIDAHUANG,2021,Consumer Defensive,0.970623744,0.928785,-0.0275,0.05,0.039,-0.011,0.0,-22.0,3.26,
0769.HK,CHINA RAREEARTH,2021,Basic Materials,0.968132224,1.212471,0.0104,0.425,0.95,0.5249999999999999,0.0,123.53,2.11,91.34615384615384
1762.HK,WANKA ONLINE,2021,Communication Services,0.962886336,2.3080178,0.044,0.57,0.5,-0.0699999999999999,0.0,-12.28,6.15,11.363636363636365
1525.HK,GENCH EDU,2021,Consumer Defensive,0.958649984,0.7519380000000001,0.473,5.28938,4.11516,-1.17422,0.18,-18.8,12.08,8.700126849894293
0609.HK,TIANDE CHEMICAL,2021,Basic Materials,0.9563856,2.8432041,0.4906,0.41446,0.91358,0.4991199999999999,0.03,127.66,31.72,1.8621687729311047
1611.HK,SINOHOPE TECH,2021,Financial Services,0.949662464,0.610713,0.460276,10.4,8.21,-2.1899999999999995,0.0,-21.06,24.95,17.83712381266892
1846.HK,EUROEYES,2021,Healthcare,0.949289728,0.632931,0.40673,8.31369,7.741,-0.5726899999999997,0.02988,-6.53,20.29,19.032281857743467
1082.HK,BDV EDU INTL,2021,Consumer Defensive,0.948553216,0.043301,0.01,1.29,1.65,0.3599999999999999,0.0,27.91,6.92,165.0
0526.HK,LISI GP HOLD,2021,Consumer Cyclical,0.946310144,2.035033,-0.34881,0.143,0.042,-0.1009999999999999,0.0,-70.63,-47.55,
2416.HK,EDIANYUN,2021,Technology,0.94603136,1.3021239,-0.6670675,,,,0.0,,3.44,
2265.HK,HC ENV TECH,2021,Industrials,0.94,0.2827473,0.121,0.88707,0.90656,0.01949,0.0,2.2,24.32,7.4922314049586785
0266.HK,TIAN TECK LAND,2021,Real Estate,0.939969344,0.444882,-1.64,3.99495,3.79038,-0.2045699999999999,0.16,-1.12,-12.94,
0255.HK,LUNG KEE,2021,Industrials,0.934881984,2.273399,0.3607,1.85759,2.91077,1.0531799999999998,0.25,70.15,17.19,8.069780981425007
0131.HK,CHEUK NANG HOLD,2021,Real Estate,0.933328064,0.994589,0.23,2.6411,2.28109,-0.3600099999999999,0.05,-11.74,5.23,9.917782608695651
1029.HK,IRC,2021,Basic Materials,0.932903424,2.8959762,0.14469,0.151,0.226,0.075,0.0,49.67,24.6,1.5619600525260902
0210.HK,DAPHNE INT'L,2021,Consumer Cyclical,0.929941952,0.0950538727157778,0.0260744,0.21693,0.16223,-0.0547,0.0,-25.22,14.67,6.221811431902556
1692.HK,TOWNRAY HLDGS,2021,Technology,0.929809984,0.763085,0.2967,0.5786,1.42439,0.84579,0.242,188.0,25.07,4.800775193798449
0797.HK,7ROAD,2021,Communication Services,0.926737216,0.46259730000000004,0.04026,2.6,2.59,-0.0100000000000002,0.0,-0.38,11.96,64.33184302036761
0450.HK,HUNG HING PRINT,2021,Industrials,0.925249152,3.528869,0.058,0.75093,1.01437,0.26344,0.1,48.4,4.66,17.48913793103448
0533.HK,GOLDLION HOLD,2021,Consumer Cyclical,0.925151744,1.372184,0.2251,1.14037,1.31155,0.1711799999999999,0.17,29.92,5.09,5.826521545979565
2250.HK,B.DUCK SEMK,2021,Industrials,0.92213344,0.290022,0.062943,,,,0.0,,35.86,
1583.HK,QINQIN FOODS,2021,Consumer Defensive,0.921218368,0.9462794,-0.1177,2.37,2.17,-0.2000000000000001,0.0,-8.44,0.13,
0860.HK,APOLLO FMG,2021,Consumer Cyclical,0.920195968,0.528559,-0.902,14.4,9.0,-5.4,0.0,-37.5,-6.04,
2512.HK,CLOUD FACTORY,2021,Technology,0.92,0.5107036,0.0303336,,,,0.0,,8.0,
2779.HK,CH XINHUA EDU,2021,Consumer Defensive,0.91689056,0.6219246,0.24244,1.94962,1.25701,-0.69261,0.0723,-31.82,12.23,5.184829236099653
0818.HK,HI SUN TECH,2021,Technology,0.91022912,4.182684,1.268,1.03,1.03,0.0,0.0,0.0,37.17,0.8123028391167193
1483.HK,NET-A-GO TECH,2021,Industrials,0.90824288,0.332047,0.05,1.12,1.4,0.2799999999999998,0.0,25.0,10.67,27.999999999999996
3869.HK,HOSPITAL CORP,2021,Healthcare,0.907698432,0.572319,-2.2341,11.02,9.99,-1.0299999999999994,0.0,-9.35,-14.15,
1808.HK,ENTERPRISE DEV,2021,Technology,0.906085632,0.0449075,-0.2772605,2.32994,0.945,-1.3849400000000005,0.0,-59.44,-14.36,
0057.HK,CHEN HSONG HOLD,2021,Industrials,0.901660672,2.360553,0.322,1.74002,1.94391,0.2038900000000001,0.167,21.32,7.46,6.036987577639752
0159.HK,BROCKMAN MINING,2021,Basic Materials,0.9001824,,-0.0015,0.109,0.29,0.181,0.0,166.06,-2.68,
1425.HK,JUSTIN ALLEN H,2021,Consumer Cyclical,0.900000064,1.181603,0.1267,0.27956,0.37009,0.09053,0.036,45.26,27.4,2.920994475138121
1731.HK,PROSPEROUS IND,2021,Consumer Cyclical,0.896,1.1440494,0.0273,0.30678,0.98514,0.6783600000000001,0.01,224.38,4.36,36.08571428571428
3928.HK,CHINA NEXT-GEN,2021,Industrials,0.8928,0.047427869,-0.0233,0.96,0.96,0.0,0.0,0.0,-8.64,
2407.HK,GAUSH MEDITECH,2021,Healthcare,0.891764672,1.4280398,-2.189,,,,0.0,,0.25,
1597.HK,NATURE ENERGY T,2021,Industrials,0.89,0.3441504,0.0924,1.41,1.98,0.5700000000000001,0.0,40.43,7.99,21.42857142857143
0212.HK,NANYANG HOLD,2021,Real Estate,0.889953792,0.195501,5.59,38.10369,36.86682,-1.2368700000000032,0.7,-1.41,3.91,6.595137745974955
2030.HK,CABBEEN,2021,Consumer Cyclical,0.889228736,1.5099282000000003,0.27016,3.09779,2.67126,-0.4265299999999996,0.138,-9.31,13.14,9.887696180041457
9906.HK,HONLIV HEALTH,2021,Healthcare,0.886557056,0.6675207,0.066,2.02,2.52,0.5,0.0,24.75,11.23,38.18181818181818
1660.HK,ZHAOBANGJI LIFE,2021,Industrials,0.885884992,0.240107,0.0142,0.97,0.44,-0.53,0.0,-54.64,27.27,30.985915492957744
0321.HK,TEXWINCA HOLD,2021,Consumer Cyclical,0.884287936,7.351573,0.198,0.8818,1.04239,0.1605899999999999,0.18,38.62,10.45,5.264595959595959
2180.HK,MANPOWER GRC,2021,Industrials,0.883971328,4.3657614,0.7370000000000001,8.82438,6.47991,-2.3444699999999994,0.32,-22.94,13.1,8.792279511533241
2483.HK,K CASH,2021,Financial Services,0.88,0.270103,0.154164,,,,0.0,,7.92,
0408.HK,YIP'S CHEMICAL,2021,Basic Materials,0.876782272,3.99416,0.728,2.32376,3.66147,1.33771,0.26,68.76,1.67,5.029491758241758
0560.HK,CHU KONG SHIP,2021,Industrials,0.874512576,2.268408,0.0393,0.81869,0.84277,0.0240799999999999,0.02,5.38,5.8,21.444529262086515
0538.HK,AJISEN (CHINA),2021,Consumer Cyclical,0.873232,2.1958299,0.022,0.93381,0.98296,0.0491499999999999,0.119,18.01,11.82,44.68
1656.HK,ISDN HOLDINGS,2021,Industrials,0.8691776,0.440136,0.0584,2.37243,3.94258,1.57015,0.048122402,68.21,14.15,67.50993150684931
3836.HK,HARMONY AUTO,2021,Consumer Cyclical,0.8661024,19.7791561,0.484,2.96184,3.99547,1.03363,0.079,37.57,11.29,8.255103305785124
2569.HK,SOFT INTL,2021,Consumer Defensive,0.86,0.2895486,0.0440264,,,,0.0,,5.76,
0687.HK,TYSAN HOLDINGS,2021,Industrials,0.858340224,2.204085,-3e-05,0.30548,0.30073,-0.0047499999999999,0.01,1.72,2.69,
0918.HK,MAJESTIC DRAGON,2021,Consumer Cyclical,0.85783392,0.27689,0.1268,2.37449,0.32,-2.0544900000000004,0.0,-86.52,5.44,2.523659305993691
0505.HK,XINGYE ALLOY,2021,Basic Materials,0.857325568,7.644869100000001,0.352,1.06,1.13,0.0699999999999998,0.0,6.6,15.24,3.2102272727272725
9857.HK,LINMON MEDIA,2021,Communication Services,0.85474752,1.3738604,0.1858857,,,,0.0,,5.45,
0613.HK,PLANETREE INT'L,2021,Financial Services,0.850975168,0.132153,-0.0235,1.0,0.48,-0.52,0.0,-52.0,5.46,
1244.HK,3D MEDICINES,2021,Healthcare,0.847845312,0.06628600000000001,-6.1707437,,,,0.0,,-150.19,
1283.HK,ACCEL GROUP,2021,Industrials,0.843260032,0.508904,0.0916,1.73242,1.44291,-0.2895100000000001,0.062,-13.13,19.44,15.752292576419213
6828.HK,BG BLUE SKY,2021,Utilities,0.841235712,1.728019,-0.0212,0.121,0.116,-0.0049999999999999,0.0,-4.13,-0.65,
2399.HK,CN ANCHU ENERGY,2021,Consumer Cyclical,0.837914048,0.41124710000000003,-0.10142,3.23,0.59,-2.64,0.0,-81.73,-4.66,
2289.HK,CHARMACY PHAR,2021,Healthcare,0.837,4.172979492033001,0.23584,4.57585,5.11668,0.5408299999999997,0.242078,17.11,4.28,21.695556309362278
2302.HK,CNNC INT'L,2021,Energy,0.8315856,0.280639,0.005,1.65,1.5,-0.1499999999999999,0.0,-9.09,1.64,300.0
1796.HK,METASPACEX,2021,Industrials,0.8304,0.278182,-0.0677,0.355,1.23,0.875,0.0,246.48,-13.45,
2481.HK,WISE LIVING TEC,2021,Utilities,0.8294,1.2189485,0.4037319,,,,0.0,,10.8,
0527.HK,RUIFENG RENEW,2021,Utilities,0.8230656,0.38764770000000004,-0.6211073,0.63143,0.57679,-0.05464,0.0,-8.65,-1.9,
0264.HK,CN INT DEV CORP,2021,Consumer Cyclical,0.820305984,0.049192,-0.055,0.96,0.71,-0.25,0.0,-26.04,-33.92,
0950.HK,LEE'S PHARM,2021,Healthcare,0.81848064,1.266157,3.3758,4.457,3.13549,-1.32151,0.061,-28.28,58.31,0.9288139107767047
2496.HK,YZYBIO-B,2021,Healthcare,0.816104256,,-0.8464709,,,,0.0,,-69.21,
2166.HK,SMART-CORE,2021,Technology,0.816097216,10.389312,0.4382,1.03356,1.33951,0.3059499999999999,0.08,37.34,14.91,3.056846188954815
0711.HK,ASIA ALLIED INF,2021,Industrials,0.807855872,7.534258,-0.1016,0.53925,0.55655,0.0172999999999999,0.0088,4.84,-0.46,
1499.HK,OKG TECH,2021,Industrials,0.805576512,0.452964,-0.0175,0.365,0.265,-0.0999999999999999,0.0,-27.4,-7.81,
0898.HK,MULTIFIELD INTL,2021,Real Estate,0.802630976,0.268262,0.5039,1.22142,0.91182,-0.3096,0.045,-21.66,4.74,1.80952569954356
2898.HK,SUNHO BIO-B,2021,Healthcare,0.80213504,,,,,,0.0,,,
0420.HK,FOUNTAIN SET,2021,Consumer Cyclical,0.796269504,6.751277,0.197,0.7211,1.14627,0.4251699999999999,0.07,68.67,9.66,5.818629441624365
0251.HK,SEA HOLDINGS,2021,Real Estate,0.794802432,0.530579,0.113,6.90685,5.49414,-1.4127100000000006,0.05,-19.73,2.38,48.62070796460176
0439.HK,KUANGCHI,2021,Industrials,0.794243968,0.113972,-6.6,6.2,2.0,-4.2,0.0,-67.74,-0.89,
1252.HK,CHINA TIANRUI,2021,Basic Materials,0.793335616,13.988452500000001,0.451,6.92,6.27,-0.6500000000000004,0.0,-9.39,12.27,13.902439024390242
2170.HK,BASECARE-B,2021,Healthcare,0.793225472,0.1180289,-0.55,27.7,6.7,-21.0,0.0,-75.81,-7.26,
0383.HK,TIANAN MEDICARE,2021,Healthcare,0.790830976,1.463495,-0.187517,2.24223,1.34534,-0.8968900000000002,0.0,-40.0,1.5,
0603.HK,CHINA OIL & GAS,2021,Energy,0.789152,14.341948,0.18,0.44,0.47,0.0299999999999999,0.0,6.82,13.35,2.611111111111111
1502.HK,FIN STREET PPT,2021,Real Estate,0.788084992,1.452528,0.4059,4.29838,2.80858,-1.4897999999999998,0.18541,-30.35,13.6,6.91938901207194
0661.HK,CDAYENONFER,2021,Basic Materials,0.7874064,39.2454216,0.0176,0.086,0.078,-0.0079999999999999,0.0,-9.3,5.39,4.431818181818182
2337.HK,UNITED STRENGTH,2021,Energy,0.786454208,6.4130891000000005,0.517,8.25131,13.95251,5.7012,0.0534,69.74,26.34,26.987446808510636
